nombre,postal,calle,cocina,lat,lon,wheelchair
Patatín Company,28002,Calle de Cartagena,regional,40.4398565,-3.6740472,
La Sacristía,28004,Plaza de Pedro Zerolo,regional,40.4210317,-3.6998293,
Pontepez,28004,Calle del Pez,regional,40.4238312,-3.7053652,no
Roll,28015,Calle de Amaniel,american,40.4271135,-3.7096169,
Compostela,28015,Calle de Serrano Jover,regional,40.4299829,-3.7139897,no
Chivuos,28015,Calle de San Bernardo,burger,40.42873,-3.7058961,limited
Nan hot pot,28015,Calle de Alberto Aguilera,chinese,40.4301509,-3.7100175,
Bergantiños,28015,Calle de Alberto Aguilera,regional,40.4304127,-3.7123481,no
Pomodoro,28015,Calle de Alberto Aguilera,italian;pasta;pizza,40.429935,-3.7077097,
Panda wok,28015,Calle de Alberto Aguilera,asian,40.4303321,-3.7114246,
La Taberna de Súchil,28015,Calle de Alberto Aguilera,spanish,40.4298334,-3.7067064,
Noname Bar,28015,Calle de Alberto Aguilera,,40.4296388,-3.7078443,no
Arequepay,28015,Calle de Andrés Mellado,regional;peruvian,40.4310965,-3.7144296,
La Montaña,28015,Calle de Andrés Mellado,regional,40.4308257,-3.7148182,
Luo's,28015,Calle de Andrés Mellado,asian,40.4310196,-3.7148081,
Magerit,28015,Calle de Andrés Mellado,regional,40.4317149,-3.7144296,
El Rey de las Tortillas,28015,Calle de Andrés Mellado,regional,40.4320798,-3.7143918,
El Tendido 2,28015,Calle de Andrés Mellado,regional,40.4325758,-3.7146065,
El Tendido,28015,Calle de Andrés Mellado,regional,40.4323769,-3.7144265,
La Taberna de Moncloa,28015,Calle de Andrés Mellado,regional,40.4352409,-3.7145432,
La Villa,28015,Calle de Andrés Mellado,regional,40.435225,-3.714235,
Thai Mongkut,28015,Calle de San Bernardo,regional,40.4307372,-3.7051894,
Menomale,28015,Calle de San Bernardo,italian,40.4285028,-3.7063068,yes
Casacamu,28015,Calle de Rodríguez San Pedro,regional,40.4315637,-3.7055431,
El Retoñar,28015,Calle de San Bernardo,regional,40.4286149,-3.706278,yes
La Tapa,28015,Calle de San Bernardo,,40.4305398,-3.7056806,
Espetinhos,28015,Calle de San Bernardo,brazilian,40.4284212,-3.7063252,no
Tabernas Acuerdo 2,28015,Calle de San Bernardo,regional,40.430347,-3.7053219,no
En Guay Si,28015,Calle de Rodríguez San Pedro,pizza,40.4317825,-3.7112184,
Sushi Bao,28015,Calle de Rodríguez San Pedro,chinese,40.4316465,-3.7113016,
Alcobilla,28015,Calle de Guzmán el Bueno,regional,40.4334361,-3.7134029,
Membibre,28015,Calle de Guzmán el Bueno,regional,40.4349117,-3.7130004,
Paulo,28015,Calle de Guzmán el Bueno,regional,40.4352418,-3.7132869,
Prasad,28015,Calle de Guzmán el Bueno,,40.4319923,-3.7132681,
El Capricho,28015,Calle de Vallehermoso,regional,40.4308372,-3.7090754,
Pizzerías Carlos,28015,Calle de Vallehermoso,italian;pizza,40.4313916,-3.7087284,
Barrera,28015,Calle de Fernández de los Ríos,regional,40.4350797,-3.710065,
La terraza by la Zamorana,28015,Calle de Vallehermoso,regional,40.4326977,-3.7086007,
Tanino,28015,Calle de Vallehermoso,,40.4322054,-3.7089634,
Los Andenes,28015,Calle de Fernández de los Ríos,,40.4351301,-3.7104884,
El Maño,28015,Calle de la Palma,regional,40.426805,-3.7083142,
La Gringa,28015,Calle de San Vicente Ferrer,american,40.4261347,-3.7078851,
Huerto y Caldero,28009,Calle del Alcalde Sáinz de Baranda,regional;arrocería;mediterranean,40.4167739,-3.6705859,
ET Kebab,28004,Calle del Pez,,40.4226606,-3.7037501,
El Pez Gordo,28004,Calle del Pez,,40.4228396,-3.7040127,no
Tony Roma's,28004,Calle de Hortaleza,barbecue,40.4218158,-3.6999289,
La Tita,28004,Calle de Pérez Galdós,regional,40.4224096,-3.7003196,
El Mandil,28004,Calle de Colón,regional,40.4237643,-3.7011521,no
Trenque Lauquen,28009,Avenida de Menéndez Pelayo,italian_pizza;pizza;argentinian,40.4176382,-3.6783439,
Can Bonet,28009,Avenida de Menéndez Pelayo,spanish,40.4202088,-3.6792635,
La Mordida,28008,Calle de la Princesa,mexican,40.4246501,-3.7129961,
Indalo,28008,Calle de la Princesa,regional,40.4249437,-3.7132192,yes
Tapa Tapa,28008,Plaza de los Cubos,tapas,40.4253103,-3.7129761,limited
Ginos,28008,Calle de la Princesa,italian,40.4253937,-3.7133451,limited
El Cisne,28008,Calle de Ventura Rodríguez,regional,40.4258193,-3.7136633,
Dantxari,28008,Calle de Ventura Rodríguez,regional,40.4253932,-3.7138709,no
Rifugio,28005,Calle del Humilladero,regional,40.4104042,-3.7102388,no
Clarita,28004,Corredera Baja de San Pablo,international,40.4222395,-3.7042457,no
La Zanta,28004,Calle del Pez,mexican,40.423578,-3.7052373,
Lamian,28015,Plaza de los Mostenses,asian,40.4236061,-3.7089498,limited
La Palma 60,28015,Calle de la Palma,,40.4267515,-3.7078182,
Barbacoa,28015,Plaza de los Mostenses,chinese,40.4235559,-3.708731,no
Hoh's,28015,Calle de Antonio Grilo,chinese,40.4234595,-3.7077063,
Hot Pot,28015,Plaza de los Mostenses,chinese,40.4235192,-3.7093626,
Sabor Cantonés,28015,Calle de Antonio Grilo,chinese,40.4235286,-3.7082912,no
,28015,Calle de San Bernardino,,40.4251681,-3.7102129,limited
Con 2 Fogones,28015,Calle de San Bernardino,,40.4252351,-3.7106702,no
Aladino,28015,Calle del Duque de Liria,arab,40.4259439,-3.7120307,no
María Bonita,28015,Calle del Duque de Liria,mexican,40.4260872,-3.7124108,no
Küche,,Calle de la Princesa,,40.4264017,-3.7125956,limited
Café & Tapas,28012,Calle de Carretas,regional,40.414785,-3.7035258,
La Biotika,28014,Calle Amor de Dios,,40.4131803,-3.6982035,
Juancho s,28004,Calle de Andrés Borrego,burger,40.4237878,-3.7063814,
Mountain Tandoori Nepali-Indian Restaurant,28043,Plaza de Andrés Jáuregui,,40.4632163,-3.6288617,
Qosco,,,peruvian,40.4630986,-3.628863,
La Gran Tasca,28003,Calle de Santa Engracia,spanish,40.4447738,-3.7031985,
Olemole,28004,Calle de San Andrés,mexican,40.4266832,-3.7036558,limited
Roost Chicken,28004,Calle de San Andrés,,40.427347,-3.7035357,no
El Jardín,28019,Calle Fernando Díaz de Mendoza,spanish,40.3924965,-3.708741,
GROSSO - Neapolitano,28004,Calle del Pez,italian_pizza,40.4233996,-3.7050144,
Kokoxaxa,28004,Calle de Silva,asian,40.4214426,-3.7061028,no
Las Rocas,,,spanish,40.3925011,-3.7083181,
Bar Pirámides,,,spanish,40.4012914,-3.7150846,no
Soria,,,spanish,40.4026876,-3.6902256,
,28015,Calle de los Reyes,chinese,40.4242005,-3.7094913,no
El Pato Mudo,28013,Costanilla de los Ángeles,regional,40.4187322,-3.7082032,
La Mordida,28013,Calle de las Fuentes,mexican,40.4169483,-3.7087607,
Taquería Mi Ciudad,28013,Calle de las Fuentes,mexican,40.4173759,-3.7087076,
Kuraya,28013,Plaza de Herradores,japanese,40.416651,-3.7087203,
,28013,Calle de las Hileras,,40.4174275,-3.7078346,
Ceviche,28004,Corredera Baja de San Pablo,peruvian,40.4228695,-3.7033818,
La Jauría,28004,Calle de Colón,,40.4238489,-3.7012882,no
Orio,28004,Calle de Fuencarral,regional,40.4237214,-3.7007596,limited
Dionisos,28004,Calle de Augusto Figueroa,greek,40.4228139,-3.6997945,yes
Tayta Chicken Grill & Wok,28013,Calle de Silva,peruvian,40.420575,-3.7079302,
Jota Batela,28004,Calle de Silva,regional,40.4217104,-3.7059087,no
Cuando Salí de Cuba,28013,Calle de la Ternera,cuban,40.41942,-3.7070844,
A Miña Gaita,28013,Calle de las Navas de Tolosa,regional,40.4191255,-3.7065737,
La Chamana,28013,Calle de las Navas de Tolosa,mexican,40.4191056,-3.7069436,
Cornucopia,28013,Calle de las Navas de Tolosa,international,40.4190828,-3.7071347,
Taberna los 4 Robles,28013,Plaza de Celenque,regional,40.4173248,-3.7060621,
Berlin,28013,Costanilla de los Ángeles,indian,40.4194731,-3.707982,
La Excéntrica,28013,Calle de las Fuentes,regional,40.4172783,-3.7086063,
Casa Paco,28005,Plaza de Puerta Cerrada,regional,40.4139438,-3.7085134,limited
Tapas de Sichuan,28005,Calle de la Cava de San Miguel,chinese,40.4155063,-3.7086445,no
Sandó,28013,Calle de Isabel La Católica,,40.4209125,-3.7089606,
El Senador,28013,Plaza de la Marina Española,regional,40.4206521,-3.7114917,no
Mesón Del Bacalao,28013,Calle del Reloj,,40.4218125,-3.7116158,
La Bola,28013,Calle de la Bola,regional,40.4199972,-3.7105112,
María La Lia,28005,Calle de Don Pedro,,40.4115906,-3.7119728,
Rasputín,28005,Calle de Yeseros,russian,40.4121032,-3.7133507,
Francisca,28005,Calle de Bailén,regional,40.4127045,-3.7139366,
,28005,Calle de Bailén,indian,40.4117008,-3.71403,
El Sainete,28005,Calle de Segovia,international,40.4135782,-3.7102688,
Café de Oriente,28013,Plaza de Oriente,,40.4177107,-3.711468,
La Lonja/La Mar/Raw Bar,28013,Plaza de Oriente,regional,40.4186166,-3.7111988,
Krüger,28008,Calle de la Princesa,german,40.4248581,-3.7134354,
Bar Manolo,28003,Avenida de la Reina Victoria,regional,40.447205,-3.7098514,
Gangnam,28007,Calle de los Pajaritos,korean,40.4240846,-3.7091194,yes
Mesón La Mazmorra,,Calle de la Cava de San Miguel,,40.4149486,-3.7083714,
Amores,28012,Calle de Santa Isabel,,40.4103465,-3.6977557,no
La Caleta,28012,Calle de los Tres Peces,spanish;regional;fish,40.4108793,-3.6990942,limited
Casa 28,28004,Calle del Espíritu Santo,,40.4254557,-3.7037472,
La Divina,28004,Calle de San Andrés,regional,40.4265428,-3.7037728,no
Cabreira,28004,Calle de Ruiz,regional,40.4273585,-3.7039189,no
La Fragua de Sebín,28004,Calle del Divino Pastor,regional,40.4275648,-3.7038806,
El Pico,28004,Calle del Divino Pastor,regional,40.4277183,-3.7040149,
La Musa,28004,Calle de Manuela Malasaña,,40.4287864,-3.7043256,
EatMyTrip Brunch & Dinner Madrid,28004,Calle de Manuela Malasaña,brunch,40.4286158,-3.7038642,
Verdil,28034,Calle de Alfredo Marqueríe,regional,40.4867641,-3.7030846,
Superfuüd,28004,Calle del Pez,,40.4225976,-3.7038375,
Lunch & Dinner,28050,Avenida de Manoteras,regional,40.4876894,-3.6645676,
La Pescadería,28004,Calle de la Ballesta,,40.4228535,-3.7030917,
Piccolo Andrea,28004,Calle de Hortaleza,italian,40.4226994,-3.6994143,no
Wok 4 You,28004,Calle de Hortaleza,,40.4231855,-3.6989167,
La Hummusería,28004,Calle de Hernán Cortés,,40.4234289,-3.6999874,
Oktoberfest,28003,Calle del Maestro Ángel Llorca,german,40.4454029,-3.7141976,
Cañas y Tapas,28012,Plaza de Santa Ana,tapas,40.4143998,-3.7007134,
Pintxibar,28012,Plaza de Santa Ana,tapas,40.4144215,-3.7005981,
Tai Chi,28036,Avenida de Alberto Alcocer,japanese,40.4583013,-3.6828711,
El Duero,28015,Calle de Noviciado,portuguese,40.4256274,-3.7076511,
La Gloria,28015,Calle de Noviciado,regional,40.4256169,-3.7075202,no
Río Miño,28015,Calle del Limón,regional,40.4260755,-3.7107778,
La Casita de Patri,28015,Calle de Cristo,,40.4269467,-3.7098762,no
O' Muiño,28013,Calle de Leganitos,regional,40.4227802,-3.7109461,
Sidrería A Lareira,28013,Calle de Leganitos,regional,40.4227242,-3.7109084,
Hong Kong Kitchen,28013,Calle del Doctor Carracido,chinese,40.4225468,-3.7105278,
Shangrila Dimsum,28013,Calle de Leganitos,asian,40.4223782,-3.7105319,
Orient,28013,Calle de Leganitos,chinese,40.4223656,-3.7106938,
El Ingenio,28013,Calle de Leganitos,regional,40.4213363,-3.7098061,
Al-Aman II,28013,Calle de Leganitos,arab,40.4218999,-3.7103685,
Wasabi & Roll,28013,Calle de la Flor Baja,japanese,40.4221735,-3.7097663,
Cervecería Rayal,28013,Calle de Leganitos,regional,40.4225937,-3.7106431,
A Ri Rang,28013,Calle de la Bola,korean,40.4205846,-3.709399,
Del Greco,28013,Cuesta de Santo Domingo,regional,40.4195822,-3.7093352,
Mamá Chicó,28004,Corredera Baja de San Pablo,,40.4220859,-3.7042746,
City Garden,,,chinese,40.4025259,-3.7139111,
La Alegría de Enrique,,,regional,40.3918785,-3.7033417,
La Giralda,28001,Calle de Claudio Coello,,40.4232203,-3.6867402,
La Nicoletta,,,italian;pizza,40.4477109,-3.694949,yes
El Jardín,,Calle de la Cruz,regional,40.4155198,-3.7017311,
Dionisos,,,greek,40.4137802,-3.6988741,
La Dominga,28004,Calle del Espíritu Santo,regional,40.4252719,-3.7034345,no
Cuco´s,,,,40.4473751,-3.6562083,
La Rotonda de Pacífico,,,spanish,40.401277,-3.6744562,
El 3 de Galdós,28004,Calle de Pérez Galdós,,40.422509,-3.7004183,
Mesón Planeta,28004,Calle de Pérez Galdós,regional,40.4223055,-3.700022,
Xanacuk,28004,Calle de Augusto Figueroa,,40.4228838,-3.6997242,no
Cantina Canalla,28013,Plaza de San Martín,mexican,40.4183458,-3.7073033,
faborit,28020,Calle Pedro Teixeira,,40.4549664,-3.6939793,
Steak Burger,28004,Calle de Fuencarral,burger,40.42487,-3.7008499,limited
El Cocinillas,28004,Calle de San Joaquín,,40.4246907,-3.7011574,
Maki,28004,Calle de San Joaquín,,40.4243721,-3.7019608,
Sákale Madrid,28004,Calle del Molino de Viento,,40.4232513,-3.7037052,
Foster's Hollywood,28013,Calle de los Jardines,american,40.418978,-3.7015174,
La Venganza de Malinche,28013,Calle de los Jardines,mexican,40.4189749,-3.7013642,
Taberna Las Botas,28006,Calle de Ayala,regional,40.4271947,-3.6711737,
El Fogón de Trifón,28006,Calle de Ayala,regional,40.4270471,-3.6718133,
Wok Planet,28006,Calle de Ayala,asian,40.4270602,-3.6721896,
Vilalúa,28006,Calle de Ayala,regional,40.4272883,-3.6731037,
40 Tapas,28006,Calle de Ayala,regional,40.4273025,-3.6733022,
Costilla,28006,Calle de Ayala,,40.427364,-3.6747167,limited
Ayala Japón,28001,Calle de Ayala,japanese,40.4274462,-3.6766517,
Tapilla Sixtina,28001,Calle de Ayala,regional,40.4273343,-3.6779552,
Punto MX,28001,Calle del General Pardiñas,mexican,40.4276037,-3.6783379,
Palacio Dragón,28001,Calle de Ayala,chinese,40.4274138,-3.6790506,
Tei,28001,Calle de Ayala,asian,40.4276006,-3.6833231,
Jurucha,28001,Calle de Ayala,regional,40.4278877,-3.6857523,yes
Tepic,28001,Calle de Ayala,mexican,40.4278349,-3.6878943,
Ten Con Ten,28001,Calle de Ayala,,40.4278553,-3.6884987,no
Robuchon,28046,Paseo de la Castellana,,40.4278811,-3.6892325,
Cañas y Tapas,28013,Plaza de Celenque,regional,40.4173628,-3.7060503,
En Copa de Balón,28012,Plaza Mayor,,40.4150254,-3.7070014,
Taberna Victoria,28005,Calle de Toledo,regional,40.4148251,-3.7077041,limited
Andarica,28005,Calle de Toledo,,40.4144821,-3.7076475,
La Casa del Abuelo,28005,Calle de Toledo,regional,40.4145735,-3.7074986,no
La Toná,28005,Calle de Toledo,,40.4143944,-3.7076336,no
Hong Kong 70,28005,Calle de Toledo,chinese,40.4137355,-3.707576,
40ycuatro,,,,40.3675995,-3.6085759,
Los fogones de la abuela Pilar,28032,Bulevar de Indalecio Prieto,,40.3962335,-3.6234106,
El Trasgu,28032,Bulevar de José Prat,,40.3975716,-3.6206325,
Pascual,28032,Bulevar de Indalecio Prieto,,40.4008226,-3.6215713,
Fu Li Hua,28032,Bulevar de José Prat,chinese,40.3975443,-3.6242554,
El Toledano,28032,Bulevar de José Prat,,40.397702,-3.6249482,
La Cumbre,28032,Bulevar de José Prat,,40.3976119,-3.6245584,
La Cumbre,28032,Bulevar de José Prat,,40.3975302,-3.618837,
Kebab Faraón,28032,Bulevar de José Prat,kebab,40.3973488,-3.6181042,
La malagueta chica,28032,Bulevar de Indalecio Prieto,,40.3959404,-3.6228393,
Brasas Madrid,28032,Calle de las Alpujarras,venezolana,40.3964483,-3.6226296,
Di Carlo,28032,Bulevar de José Prat,pizza,40.3969403,-3.6216799,
La Gruta,28032,Bulevar de José Prat,,40.3967281,-3.6207985,
La Tapería de Malasaña,28004,Corredera Alta de San Pablo,regional,40.4249117,-3.7019474,
La Catrina,28004,Corredera Alta de San Pablo,mexican,40.4252291,-3.7020009,no
Ceviceria San Joaquín,28004,Calle de San Joaquín,peruvian,40.4248424,-3.7011088,
Eusebios,28004,Calle de San Mateo,regional,40.4254639,-3.6992651,
La Mafia,28001,Calle de Goya,italian,40.4257334,-3.6888979,limited
Loreto,28004,Corredera Baja de San Pablo,,40.4218542,-3.7045076,limited
Greek And Shop,28004,Corredera Alta de San Pablo,greek,40.4248768,-3.7020918,no
Malos,28004,Calle de Velarde,,40.4267901,-3.7031527,limited
Casa Manolo,28032,Bulevar de José Prat,,40.3983449,-3.6239165,
Chuan Yu,28004,Calle de la Estrella,chinese,40.4220213,-3.7061279,
Taberna Tinto Fino,,,,40.4345608,-3.658624,
De Elisa,28008,Calle de Santa María Micaela,regional,40.4254662,-3.713276,
La Veranda,28013,Cuesta de Santo Domingo,,40.4195531,-3.7094318,
El Café de la Ópera,28013,Calle de Arrieta,regional,40.4187761,-3.7101791,
La Paella Real,28013,Calle de Arrieta,regional,40.4185875,-3.7097935,
La Flechita,28050,Calle de Oña,,40.4887822,-3.6616119,
Asia,,,chinese,40.4887068,-3.6618797,
Totò e Pepino,28007,Avenida del Mediterráneo,italian,40.4073205,-3.6744797,
Vips,,,international,40.4074082,-3.6736504,
100 Montaditos,,,sandwich,40.4070652,-3.6708895,
Parrilla Ecuatoriana al Carbón,,,,40.3862452,-3.7030087,
La taberna de Usera,,,,40.3873283,-3.7004428,
Sushi Bar,,,sushi,40.4582777,-3.6734726,
Sal gorda,,,,40.4477084,-3.714742,
Pizzería Piccolo,,,pizza,40.4587441,-3.6738915,
La Cecilia de Allende,,,,40.4588278,-3.6799023,
Restaurante El Comité,,,,40.4547985,-3.69626,
La villa,,,chinese,40.4572138,-3.7006682,
Restaurante Marisquería Carta Marina,,,seafood,40.4585758,-3.6853331,
Sultan Kebap-Pizza,28039,Calle de Francos Rodríguez,pizza;kebab,40.4575858,-3.7102831,
Casa Garrido,,,,40.4602611,-3.7079194,
Doro's Bistró,28005,Calle de Toledo,,40.4148236,-3.7075612,limited
Gonder,28005,Calle de Grafal,ethiopian,40.4131836,-3.7081864,
La Lonja,28003,Calle de Santa Engracia,,40.4448402,-3.7032201,
DesKubrick,,,,40.4451026,-3.7033336,
La Gallega,28003,Calle de Santa Engracia,spanish,40.4446755,-3.7031433,
Aram,28015,Calle de Blasco de Garay,turkish,40.4307733,-3.7119019,
El Labrador,,,regional,40.4314274,-3.717818,
Cinco Jotas,28036,Calle del Padre Damián,regional,40.4591925,-3.6852784,limited
La Brasa,,,regional,40.4347609,-3.6473332,
Bienmesabe,28009,Calle de Goya,,40.4247576,-3.6719297,
Mesón José Luis,,,regional,40.4362441,-3.6878248,
Los Buenos Caldos,,Calle de Edgar Neville,regional,40.45032,-3.69686,
El Kiosko,28008,Calle de Ferraz,,40.4259803,-3.7173111,no
Mi Estrella,28019,Calle de Salvador Alonso,,40.3952801,-3.7377034,
Okashi Sanda,,,japanese,40.4257441,-3.7032708,
La Reja,28025,Calle de María Odiaga,regional,40.3794894,-3.739992,
Chuvieco,28030,Calle Entre Arroyos,regional,40.4079153,-3.6544006,
Os Piñeiros,28020,Calle Dulcinea,regional,40.4493512,-3.6999649,
El Rincón Barriero,,,regional,40.3697776,-3.7544813,
Cepa,,,regional,40.3782847,-3.6063432,
Mesón San Isidro,28019,Paseo del Quince de Mayo,regional,40.39777,-3.71855,
Mesón El Tonel,28025,Calle del Blasón,regional,40.3811019,-3.7409603,
La Querencia,28010,Calle de Fernández de la Hoz,regional,40.4368208,-3.694542,
Jamonería Salamanca,,,regional,40.4469597,-3.7023198,
Mesón Burgalés,,,regional,40.4729893,-3.641349,
Arjona,28018,Calle del Campo de la Paloma,regional,40.3837301,-3.6461959,
El Arquibar,28015,Travesía del Conde Duque,,40.4257926,-3.7099074,no
Casa Fonso,28019,Calle del Toboso,regional,40.3928904,-3.7252863,
,,,regional,40.41015,-3.69945,
Maitake,,Calle de Alcalá,japanese,40.4217694,-3.6828588,
La Saeta,,,regional,40.4285118,-3.6849147,
O Couto,28038,Calle de León Felipe,regional,40.3872994,-3.6384627,
Mesón del Cid,28003,Calle de Fernández de la Hoz,regional,40.4400532,-3.6945077,
Nori Sushi,28025,Calle de Matilde Hernández,sushi,40.3874739,-3.7364549,
Mesón del Tío Aquilino,28053,Calle de Josué Lillo,regional,40.3847466,-3.6698483,
Mesón de la Guitarra,28005,Calle de la Cava de San Miguel,regional,40.4152265,-3.7082891,limited
Mesón-Restaurante Ferreiro,,,regional,40.4215494,-3.7218587,
Los Barriles,,,regional,40.3735088,-3.6194854,
El Horóscopo,28045,Calle de Juana Doña,regional,40.3958134,-3.6929658,
Mesón A'Ribeira,28019,Avenida del Manzanares,regional,40.3958388,-3.7092591,
Asador Avelino,,Calle de Joaquín Turina,regional,40.3721524,-3.7551029,
ketutin,28017,Calle de Ricardo Ortiz,regional,40.4255709,-3.6577699,
El Lagar,28008,Calle de Ferraz,regional,40.4286873,-3.7199149,
Hórreo IV,28006,Calle de Juan Bravo,regional,40.432612,-3.6761828,
Del Velero,,,regional,40.410602,-3.7082429,
Mesón Asturies,,Calle de Caramuel,regional,40.4119928,-3.7266641,
Anthony's Place,28010,Calle de Sandoval,regional,40.4302412,-3.704744,
Río Nalón,,,regional,40.4361684,-3.705431,
Romero verde,,Calle de Gonzalo de Córdoba,,40.4323405,-3.7030838,
El Quinto Gallego,28034,Calle de Fermín Caballero,regional,40.4873225,-3.6994481,
El Cordero,28039,Pasaje de La Remonta,regional,40.4636024,-3.69732,
Mesón Txistu,28020,Plaza de Ángel Carbajo,regional,40.4625665,-3.6936334,
Restaurante El Caserío,28020,Calle del Poeta Joan Maragall,regional,40.4627793,-3.6919698,
Piscis,,,regional,40.4313977,-3.642555,
Mesón Gallego II,28039,Pasaje de La Remonta,regional,40.46367,-3.69806,
Mesón Gallego I,28039,Calle de Müller,regional,40.46461,-3.69886,
Ibérico,,,regional,40.4712721,-3.5842882,
Mesón Benavente,,Calle del Capitán Blanco Argibay,regional,40.46584,-3.7005,
Mesón Charro,28048,Calle de los Carboneros,regional,40.51992,-3.77809,
El Álamo,28037,Calle de Albarracín,regional,40.4377787,-3.6349656,
Ventorro,,,regional,40.3819149,-3.6210648,
Mesón Puerto de Foncebadón,,,regional,40.3930149,-3.6575566,
Mesón Gallego San Blas,,Calle de la Masilla,regional,40.4271746,-3.6158566,
Gallego O'tonel,,,regional,40.4369532,-3.6419847,
El Botero,,,regional,40.4451731,-3.6349748,
Ochenta Grados,28004,Calle de Manuela Malasaña,,40.4287119,-3.703588,
Don Kebap,,,kebab,40.4526384,-3.7033163,
Bar Restaurante La Dehesa,,,,40.4569624,-3.7116325,
La Mansión del Chowfan,,,,40.4535687,-3.7163363,
Mual,28010,Calle de Nicasio Gallego,,40.429438,-3.6985584,limited
La Churrasquita,,,,40.5108731,-3.6788883,
Quevedo,28014,Calle de Lope de Vega,,40.4137861,-3.6976582,
La Bolera,,,regional,40.4513328,-3.6554497,
Callao 24,28043,Calle de Agastia,peruvian,40.4502409,-3.6547193,
La Puerta Amarilla,28014,Calle de Fúcar,burger,40.4115533,-3.6955653,no
Restaurante Thong,,,chinese,40.4370079,-3.6869952,
Morgana,28004,Calle de la Libertad,,40.420446,-3.6974578,
,,,,40.33898,-3.7095193,
Hello Sushi,,,sushi,40.4468441,-3.6998559,no
SuperBurger,,,burger,40.4469125,-3.7014005,
Costello Río,28045,Plaza del General Maroto,burger;sandwich,40.3938865,-3.6977921,
Los Pepes,28039,Calle de Tablada,,40.4594682,-3.7001592,
Imperio Inca,,,,40.4595627,-3.7003241,
Mi lindo Ecuador,28039,Calle de María Zayas,ecuatorian,40.459105,-3.7006103,
Patong Thai,,Calle de la Cruz,thai,40.4160183,-3.7010341,
La Morena,28036,Paseo de la Castellana,burger,40.463196,-3.6889356,
Bucca Madrid,28036,Calle de Juan Ramón Jiménez,international,40.4624397,-3.6869004,
Mi fresh sushi,28030,Calle de la Hacienda de Pavones,sushi,40.4046592,-3.649627,
Sazón,28039,Calle del Marqués de Viana,,40.4613724,-3.7003325,
San Cristóbal,28039,Calle del Naranjo,,40.461306,-3.7010286,no
La Alfarería,28030,Plaza del Corregidor Sancho de Córdoba,,40.4080781,-3.6523937,
Foster's Hollywood,,,american,40.4115207,-3.6587324,
100 Montaditos,28030,Calle del Corregidor Diego de Valderrábano,sandwich,40.4117439,-3.6583626,
Casa Bao V,28030,Calle de Lituania,chinese,40.4093108,-3.6615623,
Tomillo,28039,Calle de Villaamil,,40.4600788,-3.7076928,
El Rompido,,,,40.4701541,-3.7151316,
Paulino de Quevedo,28010,Calle de Jordán,,40.4328821,-3.7032907,
La Castela,,Calle del Doctor Castelo,,40.4203295,-3.6767116,
The Geographic Club,28009,Calle de Alcalá,,40.4241164,-3.6776777,
Río Sorbe,,,regional,40.4768661,-3.7048601,
Umut Kebab,,,kebab,40.4768313,-3.7044289,
La Taberna de Juan,28029,Calle de Finisterre,regional,40.4760098,-3.7010434,
100 Montaditos,,Plaza del Emperador Carlos V,sandwich,40.4087301,-3.6927647,no
Pizza Hut,,,pizza,40.4547053,-3.7033388,
Marisquería Norte Sur,,,seafood,40.446343,-3.7041636,
Ginos,,,italian,40.4461384,-3.7041753,
La Taberna del Manu,,,,40.4441078,-3.7038466,
San Mamés,28003,Calle de Bravo Murillo,,40.4455318,-3.7037893,
Saona,,Calle de San Bernardo,,40.4317213,-3.7053566,
Yothai,28008,Cuesta de San Vicente,thai;pizza;tapas,40.4204802,-3.7169691,no
Hamburguesa Nostra,,Calle de la Princesa,,40.4276604,-3.7138516,limited
Los Castaños,,,,40.3881674,-3.6931749,
Muxía,,,galician,40.3888575,-3.6937563,
,,Calle del Príncipe Carlos,,40.4932888,-3.6549304,
Asador Cruz Nevada,28030,Calle de Valdebernardo,,40.4034416,-3.6313348,
Flora Barragán,28048,Calle Regimiento,regional,40.5323828,-3.7818579,
Goyo,28030,Avenida del Doctor García Tapia,,40.4079748,-3.6359009,
Taberna La Daniela,28001,Calle del General Pardiñas,regional,40.4262504,-3.6786452,
Sabor,28001,Calle del General Pardiñas,,40.4262568,-3.6784561,
Vinos y Tapas,28001,Calle del General Pardiñas,spanish;tapas,40.4266768,-3.6786121,
Museo del Jamón,28013,Gran Vía,regional,40.4228853,-3.7097149,
Vips,28013,Gran Vía,international,40.4226474,-3.7100285,
100 Montaditos,28013,Gran Vía,sandwich,40.4224533,-3.7097301,
Vips,,,international,40.404911,-3.7066599,yes
Le Chateau de l'Entrecot,,,french,40.4535752,-3.6241753,
Lizarrán,,,spanish,40.4285288,-3.7026709,
Bresca,,Calle de Fuencarral,italian,40.4284452,-3.7022539,
Ginos,,Calle de Fuencarral,italian,40.4280439,-3.7021128,yes
100 Montaditos,28004,Calle de Fuencarral,sandwich,40.4277513,-3.7017727,yes
Lamucca,28004,Calle de Fuencarral,steak_house,40.4271843,-3.7017807,
Xentes,28005,Calle del Humilladero,regional,40.4099599,-3.7102798,no
Don Goyo,,,regional,40.4781493,-3.6992966,
Lizarrán,,,spanish,40.4792181,-3.7037777,
Casa Elías,,,,40.4444593,-3.6348392,
Vips,28027,Calle de Alcalá,international,40.4392256,-3.6324488,yes
Ceres,,Calle de Topete,,40.4510783,-3.7043402,
Dolores y Lola,28004,Calle de Monteleón,,40.4290164,-3.7048773,
Xamarkanda,,,,40.4075499,-3.6917121,
