nombre,postal,calle,cocina,lat,lon,wheelchair
Las Viñas,28005,Calle de Gil Imón,,40.4072632,-3.7165501,no
,,,,40.4070698,-3.7167897,yes
Tricicle,,,,40.3724064,-3.6126682,
La Arepera Resto-bar,28013,Calle de Tetuán,arepa,40.4176922,-3.7034029,
Decadente,,,,40.4151233,-3.6990227,
Honest Greens,28006,Calle de Velázquez,,40.4374096,-3.6833313,
Ginkgo Restaurante & Sky Bar,,,,40.4226355,-3.7117831,
La Mas Castiza,28005,Calle de Toledo,,40.4136761,-3.7075572,
El Capataz,,,regional,40.449058,-3.6944411,yes
Restaurante Sushi&Buey - Okela,,,steak_house;sushi,40.4880434,-3.6507365,
Arugula,28001,Calle de Castelló,mediterranean;spanish,40.4223841,-3.6818357,
Parrilla El Barril,,,barbecue,40.4141175,-3.6968621,
África Fusión,,,african,40.4082294,-3.6987356,
La Alhambra,,,arab,40.4082866,-3.7015048,
Manolita Chen,28001,Calle de Castelló,asian,40.4240084,-3.6814898,
Jinode,,Calle de Atocha,,40.4103892,-3.6946942,no
Cisne Azul,,,,40.4226695,-3.696006,
Restaurante Garten True Food,,Calle de Orense,,40.4492364,-3.6950889,yes
Entre Pisc y Nazca,28012,Calle de Espoz y Mina,coffee_shop;diner;peruvian,40.4147964,-3.7023827,
Casa Andreea,,10,spanish,40.4476564,-3.6642032,
Saona,,Calle del General Gallegos,,40.4608998,-3.685882,
Pakistani restaurante,,Calle de Lavapiés,indian,40.4091993,-3.7016755,
Los Herreros,,,,40.3755275,-3.6390332,
Sports & Tapas Bar Madrid,28013,Calle Mayor,regional;tapas;spanish,40.4156736,-3.710176,
Jumar,28007,Calle Cruz del Sur,,40.4118102,-3.6679861,
Sushi Tokami,,Calle de Modesto Lafuente,,40.4458894,-3.6955555,
Miss Sushi,28020,Avenida de Brasil,sushi,40.4554728,-3.693156,
Ramen Kagura,,Avenida del Doctor García Tapia,japanese,40.4081343,-3.6316831,
La cocina de Sofía,,,,40.3728186,-3.6449988,
Chiwexuan Ramen Bar & Restaurante - Las Tablas,28050,C. Federico Mompou,chinese,40.5106976,-3.6788211,
Falafelería,,,middle_eastern,40.4109907,-3.6985201,yes
La Bodega de Casanova,,Calle de Claudio Coello,,40.4270148,-3.686202,
Rollo Ocho,,,,40.4140033,-3.7113337,limited
Galerna,28052,Avenida Miguel Delibes,spanish,40.4065242,-3.5621477,
Los Toledanos,,,,40.380995,-3.7828501,
Tienda de Vinos,28004,Calle de Augusto Figueroa,,40.4221808,-3.6974974,no
Cafetería hospital,,,,40.3861883,-3.6181853,
Nelly' Bar,28033,Calle del Mar de Aral,,40.4743637,-3.643839,
El Senador,,,,40.4148449,-3.7034978,
Namaste India,,,indian,40.3928253,-3.7072178,
Orale Burrito,,,mexican,40.3982089,-3.7020352,
La Fonda Lironda,,Calle de Génova,,40.426087,-3.6922322,no
100 Montaditos,28029,Avenida de Monforte de Lemos,sandwich,40.479755,-3.7075219,
Fuku,28006,Calle del Marqués de Villamejor,japanese,40.4311225,-3.6874096,
Sidreria El Valle,,Francisco Ricci,,40.4311226,-3.713041,
Torres II,,,,40.3702824,-3.7532878,
La Avenida,,,,40.3695335,-3.7533685,
El Álamo,,,,40.3693147,-3.7534093,
Venta,,,,40.3688954,-3.7536796,
La Villa,,,chinese,40.4572598,-3.701005,
Inti de Oro,,,,40.4157868,-3.6988703,
La vaca argentina,,,,40.4160565,-3.6988338,
La Pulperia de Mila,,,,40.4220716,-3.6858589,
Arcade,,,,40.4573094,-3.7001522,
Toro Burger,,,burger,40.4537356,-3.699333,
El Garrotín,,,,40.454456,-3.6990918,
La Rollerie,,,,40.4164018,-3.6699474,
El jardín de Baco 2,,,,40.3799227,-3.6057539,
Honest Greens,28013,Gran Vía,organic,40.4193702,-3.6988574,
Honest Greens,28003,Calle de Raimundo Fernández Villaverde,organic,40.4476952,-3.6939014,yes
Honest Greens,28046,Paseo de la Castellana,organic,40.4770986,-3.6894285,
Can Punyetes,,,,40.414626,-3.6968173,no
Santo SAM,28009,Calle de Alcalá,,40.4241526,-3.6775464,
EatMyTrip Brunch & Cocktails,28005,Calle de la Morería,brunch,40.4129869,-3.7135257,
Naked & Sated Bakery,28045,Calle de Embajadores,,40.3950106,-3.6950272,
Naked & Sated: Preciados,28013,Calle del Maestro Victoria,,40.4184488,-3.7053911,
Naked & Sated: Serrano,28006,Calle de Serrano,,40.4353985,-3.6862958,
IndThai,28039,Calle de Lope de Haro,indian;thai,40.457383,-3.7023816,
Sanissimo Gran Via,28004,Calle del Barco,,40.4213734,-3.7027534,
Sanissimo Principe Pío,28008,Paseo de la Florida,,40.4227242,-3.7232986,
El Gran Azul,,,,40.45962,-3.6764013,
Vips,,,international,40.4576035,-3.6766391,
No me llames Dolores,,,,40.4597575,-3.6763946,
Paipai,,,,40.4602191,-3.6761201,
Enbable,,,,40.4600864,-3.6762355,
Marbella,,,,40.4591822,-3.6764557,
Ginos,,,italian,40.4576851,-3.6766133,
Davvero,28014,Calle de Alcalá,italian,40.417215,-3.700878,
La Tasquita de Pereira,28002,Calle Clara del Rey,,40.4410448,-3.6724985,
El jamón de oro,28002,Calle Clara del Rey,,40.4412998,-3.6721593,
Yomar,,,,40.442463,-3.6704477,
Sidrería Asgaya,28005,Calle de Toledo,regional;spanish,40.4026501,-3.7138553,
El Bacaro de Fabio,,Plaza de la Paja,,40.413021,-3.7113705,no
Arturo's,,,,40.3916941,-3.6801792,
El Esquinazo,,,,40.4024388,-3.6616438,
PizzaKore,,,,40.3933532,-3.6576394,
Naki's Urban Food,28037,Calle de Albasanz,,40.4347159,-3.6351709,
Sky Sushi & Ramen,,,sushi,40.4219768,-3.6901268,
El Barril del Recoletos,,,fish,40.4220452,-3.6902931,
Madrid Oyster Bar,,,seafood,40.4217083,-3.6898996,
Las Columnas,,,,40.4216666,-3.6898211,
Red Project,,,sushi,40.4211825,-3.6899329,
Los Rotos,28014,Calle de las Huertas,regional,40.4128773,-3.6950964,no
La Bistroteca,,C. de Espartinas,burger,40.4243632,-3.6790882,
La Penela,,Calle de Velázquez,,40.4334344,-3.6832219,
Can Pizza,28010,Calle de Santa Engracia,pizza;italian_pizza,40.4325951,-3.6980319,yes
Bar Tomelloso,,,,40.3789728,-3.6575345,
La Diavla,28009,Calle de Antonio Acuña,mexican,40.4213196,-3.6788445,
Naked & Sated: Preciados,,,,40.4184379,-3.7053938,
Abrazzas,28025,Calle de la Oca,chicken;peruvian,40.3896456,-3.7340386,
Shiray,,,,40.437551,-3.6266628,
Pizza Lobby,28035,Calle Juan Sánchez,pizza,40.4741799,-3.7188303,
Puerta bisagra,,,,40.4018189,-3.6598445,
Sushi Tomo,,,sushi,40.3766801,-3.7686344,
Casa Lobo,28014,Calle de Echegaray,spanish,40.4159552,-3.6996547,limited
El Edén Gastrobar,28013,Calle del Maestro Guerrero,brunch;spanish;international;pizza;japanese;dessert;salad,40.4239135,-3.7109427,yes
Rowok,,,,40.3971541,-3.6678746,
Reina del Quinche,,,ecuadorian,40.4615387,-3.6973602,
La Cabaña Tetuán,,,paraguyan,40.4616884,-3.6972946,
Gago Restaurante,,Calle de Bravo Murillo,spanish,40.4640846,-3.6956647,
Restaurante Copete,,,,40.4477905,-3.566537,
Ramen Shifu,,Calle de las Infantas,,40.420742,-3.6999565,no
Juana La Loca,28001,Calle de Recoletos,,40.4218737,-3.6902566,
La Esperanza,28012,Calle de la Torrecilla del Leal,mediterranean;spanish,40.4115343,-3.6994148,
La Fisna Vinos,28012,Calle del Amparo,,40.4070349,-3.7007415,
Sala de Despiece 2,28013,Calle de la Virgen de los Peligros,,40.4187331,-3.6995059,
Casa Toni,28012,Calle de la Cruz,,40.4155733,-3.7018756,
Tiki Taco Iglesias,28010,Paseo del General Martínez Campos,mexican,40.4351499,-3.6982688,
Tiki Taco Guzman,28016,Calle de Guzmán el Bueno,mexican,40.4363324,-3.7132263,
Tiki Taco,28008,Calle de Evaristo San Miguel,mexican,40.427622,-3.7144824,
Kausa Madrid,28014,,peruvian,40.4128349,-3.6983002,
Pupusería Madrid Rio Grande Atocha,28045,Paseo de Santa María de la Cabeza,,40.4061276,-3.694906,
Che Pibita,28003,Calle de Modesto Lafuente,argentinian,40.4439585,-3.6957384,
Green Tea Zurbano,28003,Calle de Zurbano,,40.4391867,-3.6929046,
La Taba,28005,Calle de la Cava Baja,spanish;regional,40.4125147,-3.7089122,
,,Vallehermoso,,40.4356084,-3.7083964,
,,Calle de Galileo,,40.4353144,-3.7103769,
,,Calle de Vallehermoso,italian,40.4368496,-3.7086196,
Pizza Delizia,28033,Calle del Mar Caspio,pizza,40.4738324,-3.6461314,
100 Montaditos,,,sandwich,40.4697262,-3.6409674,
Puccias Libertad,,,,40.4207332,-3.6974552,
Taberna El Sur,28012,Calle de la Torrecilla del Leal,spanish,40.4111046,-3.6995245,
Mamba Mexican Cantina,28015,Calle de San Bernardo,mexican,40.4256194,-3.7074132,
El Invernadero Rodrigo de la Calle,28003,Calle de Ponzano,fine_dining;fish;international,40.4445956,-3.6989602,
Pizzeria Carlos,28043,Avenida de la Gran Vía de Hortaleza,pizza,40.469372,-3.6441448,
Ya lo cociné,28043,Avenida de la Gran Vía de Hortaleza,,40.4693463,-3.6442622,
Annapurna Tandoori,28043,Avenida de la Gran Vía de Hortaleza,asian;nepalese,40.4694734,-3.6437283,
Inshirah sushi,28043,Avenida de la Gran Vía de Hortaleza,sushi,40.4693078,-3.6443881,
Telechino feliz,28033,Avenida de la Virgen del Carmen,chinese,40.4753248,-3.6492128,
True sushi,28029,Calle del Cañaveral,sushi,40.4689269,-3.6931999,
Naked & Sated,,Calle de Estébanez Calderón,,40.4633444,-3.6906837,
Castelnuovo,,,pizza,40.4619362,-3.6914714,
Bar EL RINCON,,,,40.4906776,-3.6857446,
Estilo Poke,,C. de Coslada,,40.4373083,-3.6752171,
Los Castaños II,28045,Calle José Antonio Zapata,spanish,40.3862517,-3.6913904,
2 Arcos,,Calle de la Sierra de Guadalupe,,40.3812284,-3.6234527,limited
Hermanos Arnanz,,Calle de la Sierra de Guadalupe,,40.3808184,-3.6233142,
El Mundo,,Calle de la Sierra de Guadalupe,chinese,40.3807476,-3.6228638,no
La Orquídea,,,ecuadorian,40.3805784,-3.6225329,no
100 Montaditos,,Paseo de Federico García Lorca,sandwich,40.3780044,-3.6208338,limited
La Choza de David,,Plaza de Juan de Malasaña,,40.3802257,-3.6215115,
El Rincón de Tony,,Plaza de Juan de Malasaña,,40.3803594,-3.621484,no
El Campanario,,,,40.3804882,-3.6212092,limited
La Freiduría,,,,40.3777628,-3.6212377,no
Saku,,Calle de Olid,japanese,40.432043,-3.7017991,no
La testarruda,,,,40.410695,-3.708495,
Chow Fan,,,chinese,40.3901133,-3.7303743,
El Jalapeño,28036,Calle de Pedro de Muguruza,mexican,40.4618808,-3.6865924,
Doble R,,,,40.3846914,-3.6418561,
María Bonita Río Tacobar,,Paseo de Yeserías,,40.3987485,-3.709003,
Grosso Napoletano Gluten Free,28004,Calle de Fernando VI,pizza,40.4248272,-3.6956263,yes
La Martinuca Mercado San Leopoldo,28029,Calle de San Leopoldo,regional,40.4693677,-3.6901828,
Vermont,,,,40.4038757,-3.671943,
Tiki Taco,,Calle de Evaristo San Miguel,mexican,40.4275876,-3.7144896,limited
La Buena Guarda,28014,Calle de Lope de Vega,,40.4137066,-3.697964,
Gofio,28014,Calle de Lope de Vega,,40.4138642,-3.6982295,
Bodega de los Secretos,,Calle de San Blas,fish;steak_house,40.4106912,-3.6947928,no
Grosso Napoletano,,,italian,40.4772006,-3.6894005,
Healthy Hunters,,,poke;hawaiian,40.4774533,-3.6890122,
Petit Appetit,28046,Paseo de la Castellana,italian,40.4765833,-3.689034,
Makan Saj,,,lebanese,40.4772057,-3.6890751,
Sibuya,,,japanese,40.4781744,-3.6891549,
Lateral,28046,Paseo de la Castellana,,40.4786792,-3.6890173,
Kanbun,28046,Paseo de la Castellana,asian,40.4769953,-3.6894579,
Secrets by Farga,28046,Paseo de la Castellana,international,40.4768348,-3.6894984,
Ornella,,,italian,40.4785465,-3.6890535,
Urban Grill,,,,40.4630888,-3.5709055,
El Buti,,,,40.4164792,-3.7108595,
O&OY,28052,Avenida Blas de Lezo,chinese,40.4068147,-3.5523404,
Jardín Cañaveral,,,,40.4052522,-3.5504293,
Anauco,28052,Calle Mayorazgo de Duarte,,40.4086646,-3.5523733,
La Taberna de Lezo,28052,Avenida Blas de Lezo,,40.407599,-3.5523632,
Con Sazón,28052,Calle Cerro del Monte,venezuelan,40.4075081,-3.5522908,
Gloria Bendita Madrid,28013,,spanish,40.4161135,-3.7099494,
,,Calle de Ayala,,40.4270456,-3.6722386,
Su SuShi,,,sushi,40.4005687,-3.6867982,
Tang Chu,28008,Plaza de España,japanese;asian,40.4221362,-3.7139479,yes
Calle Mayor,28044,Calle de la Secoya,spanish,40.3693099,-3.7455595,
Solo de Croquetas,28003,Avenida de la Reina Victoria,spanish,40.446807,-3.70667,
La Taberna de Peñalver,28006,Calle del Conde de Peñalver,paellas;spanish,40.4336745,-3.6747895,
Brasa Tía Mariama,28052,Calle de Francisco Grande Covián,chicken,40.4041874,-3.5650804,
La oveja negra,,,,40.3752609,-3.621525,
Amor D Madre,,,,40.374562,-3.6264385,
Cafetería Correos,,,,40.3767513,-3.6349463,
La Vaca Argentina,28001,Calle de Ayala,argentinian;steak_house,40.4275007,-3.680732,
El Hombre Pez,,Calle de Velázquez,,40.4344413,-3.683103,
D' 'Netto,,,burger,40.3877245,-3.7281247,
El Sexto Sol,,,mexican,40.3870379,-3.72987,
Charrua Nadrid,,Calle del Conde de Xiquena,,40.4223458,-3.6939684,no
StreetXo,28001,Calle de Serrano,,40.4299505,-3.6877449,
Derzu,28042,Calle de Bahía de Palma,,40.4623248,-3.5914765,
¡No Q No?,28042,Calle de Bahía de Palma,,40.462423,-3.5919116,
Lola Gastrobar,28042,Calle de Bahía de Almería,,40.4621694,-3.5923998,
Barra Cruda,28042,Calle de Bahía de Palma,,40.4625212,-3.5916346,
El Asturiano,,Avenida de Pablo Neruda,,40.3923195,-3.6408166,
Pure & Bowl,,,asian,40.3932662,-3.6789427,
Vips,,,international,40.3931171,-3.678104,
500° Crust,,,pizza,40.3940071,-3.6791623,
Tao 369,,,asian;ramen,40.3941247,-3.679263,
El paraíso del desierto,,,arab,40.4048499,-3.6719026,
La Bella Caracas,28046,Paseo de la Castellana,,40.4728941,-3.686857,
Hijo del Maíz,28046,Calle de Mauricio Ravel,mexican,40.4724618,-3.6867719,limited
Fortunata,,,,40.4007403,-3.6974712,
Pop Tapas,,Avenida de Camilo José Cela,spanish;tapas,40.4370174,-3.6676829,
Valle del Oro,,,peruvian,40.3778523,-3.691242,
La Carnaza,,,burger,40.423019,-3.6818231,
Salad Var,28046,Calle del Padre Francisco Palau y Quer,,40.474233,-3.6856318,
Foster's Hollywood,,,american,40.3634232,-3.7392852,
El Rincón Guanako,28026,Calle del Olvido,latin_american,40.3817717,-3.7024142,
Hello Sushi,28020,Calle del Aviador Zorita,sushi,40.4474093,-3.6987127,
Foster's Hollywood,,,american,40.3868418,-3.7638412,yes
Restaurante Miso,28005,Calle de Santa Casilda,korean,40.4048689,-3.7133507,
La Tavernetta,28004,Calle de Orellana,italian,40.4261186,-3.6941121,
Or-Dago,28028,,basque,40.4274338,-3.6618488,
Don Manolo,28007,Calle Seco,,40.3984707,-3.6727114,
Mirage,28022,Calle de Campezo,regional,40.4480626,-3.5828693,
Cachivache Taberna,,,,40.4546679,-3.6781018,
La Bulla,28003,Calle de Alonso Cano,regional;spanish,40.4454487,-3.6973455,yes
Saluteria Velázquez,28001,Calle de Velázquez,italian,40.4219416,-3.6846299,yes
Restaurante Arcade,,,,40.4152125,-3.7118235,
Fatigas del querer,,Calle de la Cruz,spanish;tapas,40.4155661,-3.7016554,
La Celadilla,,,,40.4495481,-3.6999558,
MU! El Placer de la Carne,28013,Calle de Chinchilla,argentinian,40.4194856,-3.7040631,
,,,,40.4111439,-3.7074775,
Pajarracos,,Avenida de Pablo Neruda,chicken,40.3848056,-3.6468093,
El Calamar,,,,40.4143147,-3.7085583,
Guang Zhou,,,chinese,40.3784588,-3.7692466,
Cachivache Taberna Montecarmelo,,Monasterio de Samos,,40.5055435,-3.6951751,
Urban Poke,,,asian,40.5054442,-3.6952593,
Totale,,,pizza,40.5053633,-3.6953286,
Cuadrilla Montecarmelo,,,spanish,40.5065828,-3.6947904,
Toc Toc Noodles,,Calle de Ponzano,asian,40.4453617,-3.698642,
El Cañeo,,,tapas,40.4574649,-3.5868915,
padthaiwok.,,,thai,40.4433894,-3.6750202,
Restaurante Atxuri,28012,Calle de Argumosa,palestina;spanish;árabe,40.4081419,-3.6982442,yes
Alright,,,american,40.4368876,-3.687298,
Yum House,28013,Calle de Leganitos,asian,40.4226244,-3.710866,
La Florería,,,,40.4399987,-3.6990994,
Cómete México,,,,40.4422783,-3.7028912,
Couzapin,,Calle de Menorca,,40.4194767,-3.6751906,
Taberna Ramiro,,Calle de Menorca,,40.4192187,-3.6737999,
Cafetería La Estrella,,,,40.4016784,-3.6337901,
Beefcious,28052,Calle José Escobar y Saliente,burger,40.402455,-3.5650554,
Bar La Isla de Vallecas,,Avenida de la Albufera,regional,40.3953893,-3.6633312,
La Morucha,,,,40.5064283,-3.6958801,
Grosso napolitano,,,pizza,40.3970269,-3.68221,
Vegicano,,,,40.4128781,-3.7258513,
El comedor de La TraMoya,,,,40.4129396,-3.7259141,
Ciento Ochenta° de La TraMoya,,,,40.4129719,-3.7259117,
Uemura,28002,Calle de Sánchez Pacheco,japanese;sushi,40.448549,-3.6690072,
Casa Tony,,,,40.415559,-3.7016775,
Comidas CITHE,,,,40.367523,-3.6917196,
Il Boccone,28045,Calle de Juan de Mariana,italian,40.3990434,-3.6868064,
Restaurante Mavera Mavera Bar&Restaurante,28020,Calle de Sor Ángela de la Cruz,turkish,40.4601655,-3.6976884,
Marisquería Melgar,,,,40.3972311,-3.7143383,
picoTea masquetapas,28045,Calle del Bronce,spanish,40.3925204,-3.6886196,
,28020,Plaza de la Condesa de Gavia,,40.4487204,-3.7017613,
Cardo&Olivo,,,,40.3957256,-3.7117533,
Casa PEI+,28003,Calle de Espronceda,korean,40.4404069,-3.6945656,
Felicidades,,,chinese,40.3959958,-3.7131547,
100 Montaditos,,,sandwich,40.3951829,-3.710609,
La Quedá,,,,40.395369,-3.710997,
Bar Restaurante Salino,28009,Calle de Menorca,,40.4194723,-3.678861,
Mesón Restaurante,,,,40.3947329,-3.7096881,
La Máquina,,,,40.4783512,-3.6891067,
Restaurante Mirasol,,,chinese,40.4828886,-3.7139486,
Las Gaviotas,,Calle de San Bernardino,,40.4245952,-3.7095408,
Restaurante,,,,40.4334659,-3.6922103,
Matteo Cucina Italiana,,,italian,40.426937,-3.6857123,
Restaurante La Bistroteca,,Gral Pardiñas,,40.4242711,-3.6786111,
Suchil 15,,Plaza del Conde del Valle de Suchil,,40.4319639,-3.7074789,
Restaurante CEX,,Camino de las Hormigueras,regional,40.375548,-3.6400945,
Patacones de mi tierra,,,,40.4378579,-3.6447449,
Vicio,,Calle del Divino Pastor,,40.4273882,-3.7027553,
Lanzhou Beef Noodles,28004,Travesía del Horno de la Mata,chinese,40.4208002,-3.704254,no
Restaurante Amazonas Madrid,,,,40.3742757,-3.7562221,
Shenxien,,Paseo de la Castellana,sushi,40.4730201,-3.6883018,
Restaurante La Toledana,28034,Calle Vistas a la Moraleja,,40.4978804,-3.686437,
Restaurante Pollo y Carbón,28034,Calle de Molins de Rey,,40.4946761,-3.6941022,
LaLaPizza,28034,Calle de Hospitalet de Llobregat,pizza,40.4941798,-3.6934241,
La Parrilla de la Reina,28013,Gran Vía,,40.4195487,-3.6985442,limited
Osadía,28013,Gran Vía,,40.4197496,-3.6992032,limited
Arepa's,,,,40.4354442,-3.7189575,yes
Cafetería Geografía e Historia,,,,40.4491139,-3.7348941,yes
Cafetería Multiusos,,,,40.4499972,-3.7325918,yes
Oven Mozzarella,28013,Gran Vía,italian_pizza,40.4193261,-3.6977539,
Restaurante Mezcal,,,mexican,40.4049122,-3.6821049,yes
Zenith,,,,40.4211087,-3.7041572,
Donde Taty,28003,Calle de Modesto Lafuente,,40.4448154,-3.6958507,
De Las Águilas,,,,40.3835883,-3.7674145,
La Brasserie,,,,40.3835709,-3.7675177,
Bar El Murciano,28018,Calle de los Leoneses,regional,40.3814982,-3.6468939,
Casa Florencio,28033,Calle del Mar Caspio,spanish,40.4734781,-3.6436893,
Restaurante Conduma,28033,Calle del Mar de Bering,spanish,40.4730638,-3.6418638,
La Canción del Pirata,,,,40.4687315,-3.6465343,
Barrio,,,,40.4685596,-3.6452675,
Xiao Man,,,chinese,40.4195867,-3.7091113,no
Restaurante La Nobia,,,,40.4078556,-3.6998331,
La oveja negra,,,burger,40.3816864,-3.6494223,
Sushi lamd,,,,40.381904,-3.6486061,
Just Italia,,,italian,40.4300311,-3.7060148,
Focacciamo,,,,40.423084,-3.7076311,
BE BANH MI - ES VIETNAM,,,,40.4228859,-3.7076798,
Twenty Nine's,,,,40.4215474,-3.7083234,
Sandó,,,,40.4206147,-3.7087109,
Tiflis,,,georgian,40.4303688,-3.7057444,
Piantao,,,,40.4276996,-3.6967576,yes
La Manduca de Azagra,,,,40.42834,-3.6998034,limited
La Prensa,,,burger,40.4283802,-3.6999651,no
Junk Burger,,,burger,40.4288012,-3.7018911,
Tilda,,,,40.4249266,-3.7073285,yes
Level,,,,40.4207781,-3.7081664,no
Restaurante La Cuchara,,Blasco de Garay,,40.431548,-3.711613,
Korea Bbq,,,korean,40.3827449,-3.7094513,
La Falda,,,,40.4074255,-3.7008554,
Eurotaco,,Calle de Bravo Murillo,,40.436953,-3.7040684,no
Grillao,,,,40.4335802,-3.7036823,yes
Cocina Fusión,28052,Calle de Victoria Kent,asian,40.4025777,-3.5652313,
Bonjuk,28009,Calle de Fernán González,korean,40.4249705,-3.6742456,
Juancho’s BBQ,,Calle de Goya,,40.4248968,-3.6745782,
100 Montaditos,,,sandwich,40.4692169,-3.6401791,
La Tagliatela,,,italian,40.4310345,-3.703498,
Restaurante Alborada,,,,40.3659662,-3.5912735,
El Ricón De La Tortilla Bar & Café,,,,40.3621984,-3.5868244,
Con Un Par,,,,40.3604594,-3.5892071,
Restaurante El Tanque,,,,40.3604531,-3.5938315,
Caprichos J.J.,,,peruvian,40.4345081,-3.7158326,
El Parque,,,spanish,40.4345186,-3.7160812,
Sugui Sushi,,,,40.3980287,-3.717299,
María Bonita Imperial,,,mexican,40.4011352,-3.7153686,no
Los Arroces de Segis 2,,,,40.4623292,-3.6934265,
Tambo,,,peruvian,40.4130381,-3.6975047,
Miss Sussi,,,japanese,40.393064,-3.6792136,
Pan Chiatto,,,pizza,40.5013499,-3.6922318,
Bar Madrid,,,regional,40.3793619,-3.6515182,
Alma Cheli Matadero,,,,40.3930469,-3.6969428,
Gracias Padre (extension),28006,Calle de José Ortega y Gasset,mexican,40.4301178,-3.6764395,
Le Coq,,,,40.4298209,-3.6769899,
Tragabuches,,,,40.4298974,-3.6787192,
Rocacho Plaza,,,,40.4299079,-3.6789962,
Ginos,,,italian,40.4304489,-3.6826327,
Fisher's,,,,40.4268046,-3.6841992,
Kuikku,,,,40.428476,-3.6840545,
Fratelli Figurato,28004,Calle de Larra,italian;pizza,40.4278592,-3.7003109,
Restaurante La Figal,28008,Calle del Buen Suceso,,40.4296277,-3.716111,
Ablanedo,28008,Calle del Buen Suceso,,40.4288618,-3.7178653,
Tabernícola,28008,Calle del Buen Suceso,spanish,40.4286536,-3.7183439,
Nippon,28008,Calle del Buen Suceso,japanese,40.4284577,-3.7188028,
cervecería cafeteria Colibri,,Calle de Ocaña,,40.3859626,-3.7528203,
Kabuki Madrid,28001,Calle de Lagasca,japanese,40.4245136,-3.6853716,
El Caldero,,,spanish,40.402535,-3.6809295,
La Casona,,,,40.4062675,-3.6928504,
La Matriarca,,,,40.4062385,-3.6923209,
Bistró,,,,40.4062359,-3.6924084,
Restaurante Gómez,,,,40.4321533,-3.6663896,
New Bombay Palace,,,indian,40.4049856,-3.6717678,
Pollo y Carbón,,,peruvian,40.4050681,-3.6716771,
,,,mexican,40.42989,-3.6717954,
Carthago,,Calle del General Margallo,,40.4602704,-3.6947643,
La Bahia,,Calle del General Margallo,,40.4605573,-3.6958637,
Sabor Gaucho,,Calle de Orense,,40.4601591,-3.6944505,
Claroscuro,,Calle de Velázquez,,40.424897,-3.684339,
Fame Napoletana Pizzeria,28049,Avenida del Monasterio de Silos,pizza,40.509123,-3.692649,
Mediterráneo,,,,40.4066426,-3.6715336,
Sumo Grill,28028,Calle de Francisco Silvela,,40.4349798,-3.6752184,
Steak Lovers Restaurante,,,japanese,40.4053907,-3.6274998,
La Albacería,,,,40.4153481,-3.7003711,limited
Ramen Artesano,,,ramen,40.4155421,-3.7002285,no
Redux,,Calle de Andrés Mellado,sushi,40.4378416,-3.7140876,no
Tierra,,,mexican,40.4567796,-3.6916147,
La Mordida,,,mexican,40.413656,-3.6739022,
El rincón de los cuates,28032,Bulevar de Indalecio Prieto,mexican,40.3960845,-3.6234699,
Boulevar 10,28032,Bulevar de José Prat,peruvian,40.3975795,-3.6244031,
La Terraza de Monty's,28022,Calle de Fenelón,spanish,40.4368936,-3.6127214,
Pipa & co,,,,40.4286884,-3.6767911,
Mercado de San Isidro,,,,40.4119493,-3.7514343,
Mexcalista,,Calle del León,mexican,40.4144502,-3.6985937,
De Hogao,28032,Calle del Pergamino,colombiana,40.3944281,-3.6245338,
O Boteco Brasil,,Avenida de Filipinas,,40.4403985,-3.7087963,limited
La Capricciosa,,Calle de las Maldonadas,pizza,40.4109175,-3.7076603,no
Vips,,,international,40.3972336,-3.6668939,
Restaurante-Cervecería Casa Ricardo,,,,40.4051448,-3.6828055,
Sonko Gastro Bar,,,,40.4135908,-3.726237,
Frutas Prohibidas,,,,40.4274218,-3.7103886,
NAP,,,pizza,40.4242301,-3.6773854,
Bombay Blue,28012,Calle de Miguel Servet,indian,40.4057504,-3.7018756,yes
Restaurante La Tomata,28010,Calle de Eguilaz,mexican,40.4290525,-3.7006259,
Tagomago,,,,40.4204147,-3.6901565,
La Badila,,,,40.4422074,-3.6717858,
Washoku,28015,Calle de Vallehermoso,japanese;sushi,40.4340281,-3.7082067,
Dionisos Greek Restaurant,28010,Calle de Eloy Gonzalo,,40.4345423,-3.7010625,
Jin Yun Shao Bing,28026,Calle de Nicolás Sánchez,chinese,40.3837847,-3.7058997,
El Taller Gourmet,28018,Calle de Fantasía,burger,40.3787272,-3.6548359,
Anaur,,Calle de Gonzalo de Córdoba,,40.4324986,-3.7017404,no
Antoñita,,Calle de Gonzalo de Córdoba,,40.4323844,-3.7021983,limited
Mediterráneo,,,,40.3457194,-3.5890132,
Mudrá Plant Based Food,28001,Calle de Recoletos,,40.4218371,-3.6898237,
1407 Madrid,,Calle de Gaztambide,,40.4386987,-3.7151444,no
Oliver,,Calle de Gaztambide,,40.43798,-3.7152101,no
Bar Restaurante La Casa del Chicharrón y el Bofe,,,,40.4490673,-3.7048549,
Restaurante Aroma Latino,,,,40.4512447,-3.7045397,
Brasa Sabor Perú,,,,40.4510973,-3.7045459,
La esquina criolla,,,,40.4551966,-3.703443,
Takeria olmeka,,,mexican,40.3705212,-3.6289871,
Lar Piñeiro,,,,40.4255137,-3.6645468,
Samber,,,,40.4262843,-3.6648194,
Ático Restaurante & Terraza,28004,Calle del Marqués de Valdeiglesias,,40.419255,-3.6972007,yes
La Terraza Restaurante,,,,40.4193547,-3.6971737,yes
Casa Manolo,,Calle de Gaztambide,,40.4380403,-3.7153936,
