nombre_restaurante,lat,lon,place_id,dine_in,direccion,price_level,rating,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,user_ratings_total,delivery,cod_distrito,cod_barrio,price_level_mean,rating_mean,user_ratings_mean,apt_municip_mayores,asocia_sec_1,asocia_cult_casas_reg,asocia_mujeres,asocia_vecinales,anio_medio_constr_vivendas,bibliotecas_comunidad,bibliotecas_municipal,bibliotecas_comunidad_public,bibliotecas_municipal_public,campus_futb_11,centro_ninos_3_12_anios,centro_municipal_mayor,cmsc,aspa,caf,cai,cad_y_ccad,centro_dia_alzheimer_fisicos,centro_serv_social,centro_deport_municipal,centro_pers_sin_hogar,centro_espacio_cultural,colegio_publ_infatil_primaria,dur_media_credito_viviendas,dur_media_credito_viviendas_2019,edad_media_poblacion,votos_blancos_elec_municipal,abstenciones_elec_municipal,censo_elec_municipal,votos_ciudadanos_elec_municipal,votos_masmadrid_elec_municipal,votos_masverdeequo_elec_municipal,votos_podemos_elec_municipal,votos_vox_elec_municipal,votos_candidaturas_elec_municipal,votos_pp_elec_municipal,votos_psoe_elec_municipal,escuelas_inf_municipal,espacio_igualdad,espacio_adolecentes_ocio,esperanza_vida_hombres,esperanza_vida_mujeres,etapa_educativa_ninas,etapa_educativa_ninos,fundacion_sec_2,hogar_hombre_mas_65,hogar_mujer_mas_65,hogar_monoparental_hombre,hogar_monoparental_mujer,instalaciones_deportivas_basc,inst_publico_secundaria,mercado_municipales,num_habitantes,num_inmuebles_residencial,num_locales_alta_abiertos,num_locales_alta_cerrados,num_locales_alta_obra,num_locales_alta_vivienda,num_locales_alta_tot,parados,parados_hombre,parados_mujer,pension_media_mensual_mujeres,pension_media_mensual_hombres,personas_espanolas,personas_espanolas_hombre,personas_espanolas_mujer,personas_extranjera,personas_extranjera_hombre,personas_extranjera_mujer,piscina_cubierta,piscina_verano,pista_atletismo,poblacion_hombre,poblacion_mujer,poblacion_0_14,poblacion_15_29,poblacion_30_44,poblacion_45_64,poblacion_65_79,poblacion_65_mas,poblacion_80_mas,poblacion_densidad,poblacion_etapa_educativa_0_2,poblacion_etapa_educativa_12_15,poblacion_etapa_educativa_3_5,poblacion_etapa_educativa_6_11,poblacion_etapa_educativa,poblacion_etapa_educativa_0_2_mujer,poblacion_etapa_educativa_12_15_mujer,poblacion_etapa_educativa_3_5_mujer,poblacion_etapa_educativa_6_11_mujer,poblacion_etapa_educativa_0_2_hombre,poblacion_etapa_educativa_12_15_hombre,poblacion_etapa_educativa_3_5_hombre,poblacion_etapa_educativa_6_11_hombre,pobl_25_mas_est_superiores,pobl_25_mas_no_letrados,pobl_25_mas_bachiller_eso_fp1,pobl_25_mas_bachillersup_fp2,pobl_25_mas_estudio_desconocido,pobl_25_mas_primaria_incompleta,pobl_25_titu_media,pct_evejecimiento,pct_sobrevejecimiento,posicion_ranking_vulnerabilidad,poblacion_bangladesh,poblacion_bolivia,poblacion_china,poblacion_ecuador,poblacion_filipinas,poblacion_francia,poblacion_italia,poblacion_marruecos,poblacion_paraguay,poblacion_peru,poblacion_rumania,poblacion_venezuela,poblacion_colombia,poblacion_francia,poblacion_honduras,pct_migrantes(personas_extranjeras_menos_UE/poblacion_total),pct_migrantes(poblacion_extranjeras_menos_UE/poblacion_total),renta_media_persona,renta_neta_anual_hogar,residencia_mayores,superficie,superficie_media_residencias,superficie_media_vivienda_transac,tamano_hogar_medio,pct_abs_paro,pct_abs_paro_hombre,pct_abs_paro_mujer,pct_bruta_natalidad,pct_crecimiento_demografico,pct_desempleo_hombre_16-24,pct_desempleo_hombre_25-44,pct_desempleo_hombre_45-64,pct_desempleo_mujer_16-24,pct_desempleo_mujer_25-44,pct_desempleo_mujer_45-64,tot_hogares,valor_catast_inmueble_residen,indice_vulnerabilidad_bienestar_social_igual,indice_vulnerabilidad_eco_empleo,indice_vulnerabilidad_edu_cultura,indice_vulnerabilidad_ambiente_urbano y movi,indice_vulnerabilidad_salud,indice_vulnerabilidad_territorial,indice_dependiencia(bebes y aldutos mayores/pob 16-64),tipo_cocina,Americana / Burgers,Asiática,China,Española,Fusión,Italiana,Japonesa,Latinoamericana,Mexicana,Otros,Arganzuela,Carabanchel,Centro,Chamartín,Chamberí,Ciudad Lineal,Fuencarral - El Pardo,Hortaleza,Latina,Moncloa - Aravaca,Moratalaz,Puente de Vallecas,Retiro,Salamanca,Tetuán,Usera,Abrantes,Acacias,Adelfas,Almagro,Almenara,Almendrales,Aluche,Apóstol Santiago,Arapiles,Argüelles,Atalaya,Atocha,Bellas Vistas,Berruguete,Canillas,Casa de Campo,Castellana,Castilla,Castillejos,Chopera,Ciudad Jardín,Ciudad Universitaria,Colina,Comillas,Cortes,Costillares,Cuatro Caminos,Delicias,El Pardo,El Viso,Embajadores,Entrevías,Estrella,Fontarrón,Fuente del Berro,Fuentelarreina,Gaztambide,Goya,Guindalera,Hispanoamérica,Ibiza,Imperial,Justicia,La Concepción,La Paz,Legazpi,Lista,Los Cármenes,Los Jerónimos,Lucero,Marroquina,Media Legua,Mirasierra,Moscardó,Niño Jesús,Nueva España,Numancia,Opañel,Pacífico,Palacio,Palomeras Bajas,Palos de la Frontera,Peñagrande,Pilar,Pinar del Rey,Piovera,Portazgo,Pradolongo,Prosperidad,Puerta Bonita,Puerta del Ángel,Quintana,Recoletos,Ríos Rosas,San Diego,San Isidro,San Juan Bautista,San Pascual,Sol,Trafalgar,Universidad,Valdeacederas,Valdefuentes,Valdezarza,Vallehermoso,Valverde,Ventas,Vista Alegre,Zofío,tipo_cocina_encoder,y
arroceria aynaelda,40.3959859,-3.754164000000001,ChIJu0clrRCIQQ0R00GSTWpDKZQ,True,"Cl. de los Yébenes, 38, Latina, 28047 Madrid, Spain",2.0,4.1,True,True,True,False,True,True,False,True,True,4920.0,True,10,104,1.0660377358490567,4.106132075471698,429.50943396226415,0.0,56.0,12.0,0.0,3.0,1971.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,315.0,0.0,48.58,290.0,14841.0,48097.0,718.0,9513.0,6230.0,1785.0,2572.0,32629.0,14010.0,6619.0,0.0,1.0,0.0,83.01,87.88,3648.0,3814.0,2.0,1007.0,3758.0,68.0,431.0,4.0,4.0,0.0,68973.0,30381.0,1665.0,572.0,0.0,224.0,2461.0,2708.0,1165.0,1543.0,1121.0,1734.0,53909.0,24519.0,29390.0,12678.0,5864.0,6814.0,0.0,0.0,0.0,31619.0,37354.0,7152.0,10495.0,13570.0,18504.0,11212.0,19252.0,8040.0,242.0275107,1197.0,2114.0,1302.0,2849.0,7462.0,591.0,1052.0,587.0,1418.0,606.0,1062.0,715.0,1431.0,9482.0,2296.0,17879.0,11648.0,0.0,7939.0,4634.0,28.66,39.28,35.0,0.0,0.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,1597.0,0.0,0.0,0.0,0.0,0.1473,0.1187,13495.0,33351.0,0.0,284.98,85.0,71.37,2.46,6.39,6.69,7.41,6.0,-1.14,2.73,4.74,7.8,3.05,5.83,9.16,27043.0,74464.0,7.14,8.71,8.71,7.17,6.12,0.00861,0.6425,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,34.8551948675505
buffet latino la suegra,40.3866115,-3.740070999999999,ChIJR08D2YsnQg0RUpRahajdwuw,True,"C. de Castrojeriz, 18, Carabanchel, 28025 Madrid, Spain",2.0,4.1,True,True,False,False,False,True,False,True,False,4000.0,False,11,114,1.0763052208835342,4.085943775100401,478.4457831325301,0.0,24.0,5.0,1.0,3.0,1970.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,306.0,0.0,45.17,122.0,12070.0,30811.0,360.0,5884.0,3599.0,1000.0,1646.0,18464.0,7458.0,4012.0,0.0,0.0,0.0,81.13,87.4,2786.0,2967.0,1.0,549.0,2079.0,44.0,280.0,2.0,0.0,1.0,50153.0,19570.0,1887.0,906.0,0.0,172.0,2965.0,2435.0,1044.0,1391.0,1057.0,1593.0,34979.0,15761.0,19218.0,12748.0,6062.0,6686.0,1.0,1.0,0.0,23083.0,27070.0,5516.0,8963.0,11024.0,14006.0,6753.0,10644.0,3891.0,315.5864586,937.0,1594.0,1041.0,2181.0,5753.0,458.0,752.0,524.0,1052.0,479.0,842.0,517.0,1129.0,5456.0,1691.0,14667.0,7710.0,0.0,5407.0,2612.0,21.82,36.44,21.0,0.0,0.0,1325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,0.0,1090.0,0.0,0.0,0.2152,0.1823,11310.0,30153.0,0.0,158.92,84.0,68.76,2.69,7.2,7.07,8.33,6.52,-2.66,3.29,5.01,9.44,3.75,7.16,9.72,17773.0,60627.0,6.98,10.8,13.19,7.81,6.61,0.00972,0.4953,Latinoamericana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,34.00662839631466
barrigacortadordejamon,40.3893049,-3.7419875,ChIJPTkT8oonQg0R8e131NHINLw,True,"CALLE LAGUNA 107,GAL.COMERCIAL,PTO 23 LA SALMANTINA, CARABANCHEL,MADRID, Carabanchel, 28025 Madrid, Spain",1.0,3.0,True,True,True,True,True,True,True,True,True,4.0,True,11,114,1.0656934306569343,4.105109489051094,468.6021897810219,0.0,24.0,5.0,1.0,3.0,1970.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,306.0,0.0,45.17,122.0,12070.0,30811.0,360.0,5884.0,3599.0,1000.0,1646.0,18464.0,7458.0,4012.0,0.0,0.0,0.0,81.13,87.4,2786.0,2967.0,1.0,549.0,2079.0,44.0,280.0,2.0,0.0,1.0,50153.0,19570.0,1887.0,906.0,0.0,172.0,2965.0,2435.0,1044.0,1391.0,1057.0,1593.0,34979.0,15761.0,19218.0,12748.0,6062.0,6686.0,1.0,1.0,0.0,23083.0,27070.0,5516.0,8963.0,11024.0,14006.0,6753.0,10644.0,3891.0,315.5864586,937.0,1594.0,1041.0,2181.0,5753.0,458.0,752.0,524.0,1052.0,479.0,842.0,517.0,1129.0,5456.0,1691.0,14667.0,7710.0,0.0,5407.0,2612.0,21.82,36.44,21.0,0.0,0.0,1325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,0.0,1090.0,0.0,0.0,0.2152,0.1823,11310.0,30153.0,0.0,158.92,84.0,68.76,2.69,7.2,7.07,8.33,6.52,-2.66,3.29,5.01,9.44,3.75,7.16,9.72,17773.0,60627.0,6.98,10.8,13.19,7.81,6.61,0.00972,0.4953,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,4.828313737302301
abundancia madrid,40.39018,-3.7439082,ChIJfTtWCyCIQQ0RjSvbD-IZ_cY,True,"C. Vía Carpetana, 350, Latina, 28047 Madrid, Spain",1.0,3.4,True,True,False,True,True,True,True,True,True,248.0,True,10,104,1.0577617328519855,4.118772563176895,447.4043321299639,0.0,56.0,12.0,0.0,3.0,1971.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,315.0,0.0,48.58,290.0,14841.0,48097.0,718.0,9513.0,6230.0,1785.0,2572.0,32629.0,14010.0,6619.0,0.0,1.0,0.0,83.01,87.88,3648.0,3814.0,2.0,1007.0,3758.0,68.0,431.0,4.0,4.0,0.0,68973.0,30381.0,1665.0,572.0,0.0,224.0,2461.0,2708.0,1165.0,1543.0,1121.0,1734.0,53909.0,24519.0,29390.0,12678.0,5864.0,6814.0,0.0,0.0,0.0,31619.0,37354.0,7152.0,10495.0,13570.0,18504.0,11212.0,19252.0,8040.0,242.0275107,1197.0,2114.0,1302.0,2849.0,7462.0,591.0,1052.0,587.0,1418.0,606.0,1062.0,715.0,1431.0,9482.0,2296.0,17879.0,11648.0,0.0,7939.0,4634.0,28.66,39.28,35.0,0.0,0.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,1597.0,0.0,0.0,0.0,0.0,0.1473,0.1187,13495.0,33351.0,0.0,284.98,85.0,71.37,2.46,6.39,6.69,7.41,6.0,-1.14,2.73,4.74,7.8,3.05,5.83,9.16,27043.0,74464.0,7.14,8.71,8.71,7.17,6.12,0.00861,0.6425,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18.759339847980005
restaurante passaparola,40.39015149999999,-3.7530783,ChIJB6AzuSKIQQ0RiIg31sS64Po,True,"C. de Illescas, 98, Local 50, Latina, 28047 Madrid, Spain",1.0,4.2,True,True,False,True,True,True,True,True,True,483.0,True,10,104,1.0643564356435644,4.111881188118812,455.78712871287127,0.0,56.0,12.0,0.0,3.0,1971.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,315.0,0.0,48.58,290.0,14841.0,48097.0,718.0,9513.0,6230.0,1785.0,2572.0,32629.0,14010.0,6619.0,0.0,1.0,0.0,83.01,87.88,3648.0,3814.0,2.0,1007.0,3758.0,68.0,431.0,4.0,4.0,0.0,68973.0,30381.0,1665.0,572.0,0.0,224.0,2461.0,2708.0,1165.0,1543.0,1121.0,1734.0,53909.0,24519.0,29390.0,12678.0,5864.0,6814.0,0.0,0.0,0.0,31619.0,37354.0,7152.0,10495.0,13570.0,18504.0,11212.0,19252.0,8040.0,242.0275107,1197.0,2114.0,1302.0,2849.0,7462.0,591.0,1052.0,587.0,1418.0,606.0,1062.0,715.0,1431.0,9482.0,2296.0,17879.0,11648.0,0.0,7939.0,4634.0,28.66,39.28,35.0,0.0,0.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,1597.0,0.0,0.0,0.0,0.0,0.1473,0.1187,13495.0,33351.0,0.0,284.98,85.0,71.37,2.46,6.39,6.69,7.41,6.0,-1.14,2.73,4.74,7.8,3.05,5.83,9.16,27043.0,74464.0,7.14,8.71,8.71,7.17,6.12,0.00861,0.6425,Italiana,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.964756608209857
papa johns pizza,40.390393,-3.751776099999999,ChIJ9YcJgyKIQQ0RvFvcsjycTGk,True,"Cl. de los Yébenes, 148, Latina, 28047 Madrid, Spain",1.0,2.9,False,True,False,False,True,True,False,False,True,546.0,True,10,104,1.0601851851851851,4.110185185185185,442.6666666666667,0.0,56.0,12.0,0.0,3.0,1971.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,315.0,0.0,48.58,290.0,14841.0,48097.0,718.0,9513.0,6230.0,1785.0,2572.0,32629.0,14010.0,6619.0,0.0,1.0,0.0,83.01,87.88,3648.0,3814.0,2.0,1007.0,3758.0,68.0,431.0,4.0,4.0,0.0,68973.0,30381.0,1665.0,572.0,0.0,224.0,2461.0,2708.0,1165.0,1543.0,1121.0,1734.0,53909.0,24519.0,29390.0,12678.0,5864.0,6814.0,0.0,0.0,0.0,31619.0,37354.0,7152.0,10495.0,13570.0,18504.0,11212.0,19252.0,8040.0,242.0275107,1197.0,2114.0,1302.0,2849.0,7462.0,591.0,1052.0,587.0,1418.0,606.0,1062.0,715.0,1431.0,9482.0,2296.0,17879.0,11648.0,0.0,7939.0,4634.0,28.66,39.28,35.0,0.0,0.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,1597.0,0.0,0.0,0.0,0.0,0.1473,0.1187,13495.0,33351.0,0.0,284.98,85.0,71.37,2.46,6.39,6.69,7.41,6.0,-1.14,2.73,4.74,7.8,3.05,5.83,9.16,27043.0,74464.0,7.14,8.71,8.71,7.17,6.12,0.00861,0.6425,Italiana,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,18.282901527023746
restaurante chop suey,40.3868622,-3.7519638,ChIJs3y1EyOIQQ0RChFYzpwZiDQ,True,"C. de Ocaña, 112, Latina, 28047 Madrid, Spain",1.0,4.2,True,True,True,True,True,True,False,True,True,1118.0,True,10,104,1.0691489361702127,4.10904255319149,481.03723404255317,0.0,56.0,12.0,0.0,3.0,1971.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,315.0,0.0,48.58,290.0,14841.0,48097.0,718.0,9513.0,6230.0,1785.0,2572.0,32629.0,14010.0,6619.0,0.0,1.0,0.0,83.01,87.88,3648.0,3814.0,2.0,1007.0,3758.0,68.0,431.0,4.0,4.0,0.0,68973.0,30381.0,1665.0,572.0,0.0,224.0,2461.0,2708.0,1165.0,1543.0,1121.0,1734.0,53909.0,24519.0,29390.0,12678.0,5864.0,6814.0,0.0,0.0,0.0,31619.0,37354.0,7152.0,10495.0,13570.0,18504.0,11212.0,19252.0,8040.0,242.0275107,1197.0,2114.0,1302.0,2849.0,7462.0,591.0,1052.0,587.0,1418.0,606.0,1062.0,715.0,1431.0,9482.0,2296.0,17879.0,11648.0,0.0,7939.0,4634.0,28.66,39.28,35.0,0.0,0.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,1597.0,0.0,0.0,0.0,0.0,0.1473,0.1187,13495.0,33351.0,0.0,284.98,85.0,71.37,2.46,6.39,6.69,7.41,6.0,-1.14,2.73,4.74,7.8,3.05,5.83,9.16,27043.0,74464.0,7.14,8.71,8.71,7.17,6.12,0.00861,0.6425,China,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,29.484800974910087
restaurante colombiano   asador carnitas,40.3866828,-3.751662399999999,ChIJb_-XcCOIQQ0Ru1EK3Xj4yxo,True,"C. de Ntra. Sra. de la Luz, 118, Latina, 28047 Madrid, Spain",1.0,4.1,True,True,True,True,True,True,False,True,True,384.0,True,10,104,1.0687830687830688,4.110582010582011,479.7142857142857,0.0,56.0,12.0,0.0,3.0,1971.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,315.0,0.0,48.58,290.0,14841.0,48097.0,718.0,9513.0,6230.0,1785.0,2572.0,32629.0,14010.0,6619.0,0.0,1.0,0.0,83.01,87.88,3648.0,3814.0,2.0,1007.0,3758.0,68.0,431.0,4.0,4.0,0.0,68973.0,30381.0,1665.0,572.0,0.0,224.0,2461.0,2708.0,1165.0,1543.0,1121.0,1734.0,53909.0,24519.0,29390.0,12678.0,5864.0,6814.0,0.0,0.0,0.0,31619.0,37354.0,7152.0,10495.0,13570.0,18504.0,11212.0,19252.0,8040.0,242.0275107,1197.0,2114.0,1302.0,2849.0,7462.0,591.0,1052.0,587.0,1418.0,606.0,1062.0,715.0,1431.0,9482.0,2296.0,17879.0,11648.0,0.0,7939.0,4634.0,28.66,39.28,35.0,0.0,0.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,1597.0,0.0,0.0,0.0,0.0,0.1473,0.1187,13495.0,33351.0,0.0,284.98,85.0,71.37,2.46,6.39,6.69,7.41,6.0,-1.14,2.73,4.74,7.8,3.05,5.83,9.16,27043.0,74464.0,7.14,8.71,8.71,7.17,6.12,0.00861,0.6425,Española,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,24.408297670579916
